Id,ActivityDate,TotalDistance,TotalSteps,VeryActiveDistance,VeryActiveMinutes,Calories,weekday_number,weekday
1503960366,2016-04-12,8.5,13162,1.88,25,1985,3,Tuesday
1503960366,2016-04-13,6.97,10735,1.57,21,1797,4,Wednesday
1503960366,2016-04-14,6.74,10460,2.44,30,1776,5,Thursday
1503960366,2016-04-15,6.28,9762,2.14,29,1745,6,Friday
1503960366,2016-04-16,8.16,12669,2.71,36,1863,7,Saturday
1503960366,2016-04-17,6.48,9705,3.19,38,1728,1,Sunday
1503960366,2016-04-18,8.59,13019,3.25,42,1921,2,Monday
1503960366,2016-04-19,9.88,15506,3.53,50,2035,3,Tuesday
1503960366,2016-04-20,6.68,10544,1.96,28,1786,4,Wednesday
1503960366,2016-04-21,6.34,9819,1.34,19,1775,5,Thursday
1503960366,2016-04-22,8.13,12764,4.76,66,1827,6,Friday
1503960366,2016-04-23,9.04,14371,2.81,41,1949,7,Saturday
1503960366,2016-04-24,6.41,10039,2.92,39,1788,1,Sunday
1503960366,2016-04-25,9.8,15355,5.29,73,2013,2,Monday
1503960366,2016-04-26,8.79,13755,2.33,31,1970,3,Tuesday
1503960366,2016-04-27,12.21,18134,6.4,78,2159,4,Wednesday
1503960366,2016-04-28,8.53,13154,3.54,48,1898,5,Thursday
1503960366,2016-04-30,9.25,14673,3.56,52,1947,7,Saturday
1503960366,2016-05-01,6.81,10602,2.29,33,1820,1,Sunday
1503960366,2016-05-02,9.71,14727,3.21,41,2004,2,Monday
1503960366,2016-05-03,9.66,15103,3.73,50,1990,3,Tuesday
1503960366,2016-05-04,7.15,11100,2.46,36,1819,4,Wednesday
1503960366,2016-05-05,8.9,14070,2.92,45,1959,5,Thursday
1503960366,2016-05-06,8.03,12159,1.97,24,1896,6,Friday
1503960366,2016-05-07,7.71,11992,2.46,37,1821,7,Saturday
1503960366,2016-05-08,6.58,10060,3.53,44,1740,1,Sunday
1503960366,2016-05-09,7.72,12022,3.45,46,1819,2,Monday
1503960366,2016-05-10,7.77,12207,3.35,46,1859,3,Tuesday
1503960366,2016-05-11,8.13,12770,2.56,36,1783,4,Wednesday
1624580081,2016-04-17,4.06,6175,1.03,15,1554,1,Sunday
1624580081,2016-04-18,7.41,10536,2.15,17,1604,2,Monday
1624580081,2016-04-24,3.95,6076,1.15,16,1617,1,Sunday
1624580081,2016-04-27,5.44,8367,1.11,17,1670,4,Wednesday
1624580081,2016-04-30,4.3,6474,0.9,11,1655,7,Saturday
1624580081,2016-05-01,28.03,36019,21.92,186,2690,1,Sunday
1624580081,2016-05-02,4.93,7155,0.86,7,1497,2,Monday
1644430081,2016-04-13,5.82,8001,2.28,30,2902,4,Wednesday
1644430081,2016-04-15,3.83,5263,0.22,3,2750,6,Friday
1644430081,2016-04-16,11.12,15300,4.1,51,3493,7,Saturday
1644430081,2016-04-17,6.37,8757,2.25,29,3011,1,Sunday
1644430081,2016-04-18,5.19,7132,1.07,15,2806,2,Monday
1644430081,2016-04-26,7.21,9919,0.8,11,3123,3,Tuesday
1644430081,2016-04-30,13.24,18213,0.63,9,3846,7,Saturday
1644430081,2016-05-01,4.46,6132,0.24,3,2696,1,Sunday
1644430081,2016-05-03,9.34,12850,0.72,10,3324,3,Tuesday
1644430081,2016-05-05,3.19,4363,0.52,6,2463,5,Thursday
1644430081,2016-05-06,7.12,9787,0.82,11,3328,6,Friday
1644430081,2016-05-07,9.72,13372,3.26,41,3404,7,Saturday
1644430081,2016-05-09,4.83,6643,2.39,32,3008,2,Monday
1644430081,2016-05-10,6.66,9167,0.88,12,2799,3,Tuesday
1844505072,2016-04-21,5.32,8054,0.12,2,2062,5,Thursday
1927972279,2016-05-02,2.62,3790,1.16,16,2505,2,Monday
1927972279,2016-05-03,0.92,1326,0.73,10,2195,3,Tuesday
2022484408,2016-04-12,8.34,11875,3.31,42,2390,3,Tuesday
2022484408,2016-04-13,8.5,12024,2.99,43,2601,4,Wednesday
2022484408,2016-04-14,7.5,10690,2.48,32,2312,5,Thursday
2022484408,2016-04-15,8.03,11034,1.94,27,2525,6,Friday
2022484408,2016-04-16,7.09,10100,3.15,41,2177,7,Saturday
2022484408,2016-04-17,11.4,15112,3.87,28,2782,1,Sunday
2022484408,2016-04-18,10.07,14131,3.64,48,2770,2,Monday
2022484408,2016-04-19,8.53,11548,3.29,31,2489,3,Tuesday
2022484408,2016-04-20,10.67,15112,3.34,48,2897,4,Wednesday
2022484408,2016-04-22,9.33,12954,4.43,52,2638,6,Friday
2022484408,2016-04-24,10.28,13481,4.55,37,2529,1,Sunday
2022484408,2016-04-25,8.01,11369,3.33,44,2470,2,Monday
2022484408,2016-04-27,7.13,10159,1.04,19,2463,4,Wednesday
2022484408,2016-04-28,7.12,10140,0.41,6,2296,5,Thursday
2022484408,2016-04-30,12.91,18387,0.94,13,2732,7,Saturday
2022484408,2016-05-01,7.4,10538,1.94,25,2380,1,Sunday
2022484408,2016-05-02,7.29,10379,2.61,36,2473,2,Monday
2022484408,2016-05-04,8.29,11768,2.51,36,2649,4,Wednesday
2022484408,2016-05-06,7.18,10227,1.87,24,2498,6,Friday
2022484408,2016-05-07,4.71,6708,1.61,20,1995,7,Saturday
2022484408,2016-05-09,9.39,13379,2.12,35,2709,2,Monday
2022484408,2016-05-10,8.98,12798,2.22,57,2797,3,Tuesday
2022484408,2016-05-11,9.32,13272,4.18,58,2544,4,Wednesday
2022484408,2016-05-12,6.41,9117,1.28,16,1853,5,Thursday
2026352035,2016-04-12,2.74,4414,0.19,3,1459,3,Tuesday
2320127002,2016-04-12,7.49,10725,1.17,13,2124,3,Tuesday
2320127002,2016-04-25,2.42,3588,0.23,3,1654,2,Monday
2320127002,2016-05-03,5.02,7443,1.49,20,1878,3,Tuesday
2347167796,2016-04-12,6.83,10113,2,28,2344,3,Tuesday
2347167796,2016-04-13,7.01,10352,1.66,19,2038,4,Wednesday
2347167796,2016-04-14,6.7,10129,0.02,1,2010,5,Thursday
2347167796,2016-04-16,15.08,22244,5.45,66,2670,7,Saturday
2347167796,2016-04-18,5.45,8247,0.79,11,1944,2,Monday
2347167796,2016-04-21,6.75,10080,1.85,23,2048,5,Thursday
2347167796,2016-04-22,5.16,7804,0.56,9,1946,6,Friday
2347167796,2016-04-23,11.37,16901,2.78,32,2629,7,Saturday
2347167796,2016-04-25,6.38,9482,1.27,15,2095,2,Monday
2347167796,2016-04-27,7.58,11423,1.86,26,2194,4,Wednesday
2873212765,2016-04-12,5.91,8796,0.11,2,1982,3,Tuesday
2873212765,2016-04-16,6.65,9685,3.11,47,2148,7,Saturday
2873212765,2016-04-20,6.3,9202,1.51,22,2094,4,Wednesday
2873212765,2016-04-23,6.35,9317,2.09,28,2021,7,Saturday
2873212765,2016-04-24,4.68,6873,3,46,1898,1,Sunday
2873212765,2016-04-26,5.54,8242,0.12,2,1882,3,Tuesday
2873212765,2016-04-28,5.41,7913,2.16,28,1835,5,Thursday
2873212765,2016-05-01,4.97,7399,0.49,7,1739,1,Sunday
2873212765,2016-05-05,5.61,8314,0.78,13,1971,5,Thursday
2873212765,2016-05-07,3.38,4940,2.28,75,1897,7,Saturday
2873212765,2016-05-08,5.54,8168,2.9,46,2096,1,Sunday
3372868164,2016-04-13,6.63,9715,0.99,16,2093,4,Wednesday
3372868164,2016-04-17,5.88,8199,1.41,11,1964,1,Sunday
3372868164,2016-04-18,4.64,6798,1.08,20,2014,2,Monday
3372868164,2016-04-20,3.33,4880,0.84,15,1867,4,Wednesday
3372868164,2016-04-21,6.07,8857,1.15,18,2124,5,Thursday
3372868164,2016-04-23,5.07,7396,1.4,20,1995,7,Saturday
3372868164,2016-04-24,4.59,6731,0.89,14,1921,1,Sunday
3372868164,2016-04-26,5.79,8283,1.85,22,2057,3,Tuesday
3372868164,2016-04-27,5.42,7904,1.58,24,2095,4,Wednesday
3977333714,2016-04-12,5.98,8856,3.06,44,1450,3,Tuesday
3977333714,2016-04-14,5.11,7641,0.32,5,1433,5,Thursday
3977333714,2016-04-15,6.06,9010,1.05,15,1468,6,Friday
3977333714,2016-04-17,6.97,10415,0.7,11,1529,1,Sunday
3977333714,2016-04-18,7.8,11663,0.25,4,1584,2,Monday
3977333714,2016-04-19,8.78,12414,2.24,19,1638,3,Tuesday
3977333714,2016-04-22,5.96,8911,2.33,33,1481,6,Friday
3977333714,2016-04-24,10,14112,3.27,30,1655,1,Sunday
3977333714,2016-04-25,8.48,11177,5.62,50,1570,2,Monday
3977333714,2016-04-26,7.62,11388,0.45,7,1551,3,Tuesday
3977333714,2016-04-29,7.75,10645,3.74,36,1545,6,Friday
3977333714,2016-04-30,9.2,13238,3.69,43,1650,7,Saturday
3977333714,2016-05-01,7.07,10414,2.67,41,1501,1,Sunday
3977333714,2016-05-02,11.05,16520,1.54,24,1760,2,Monday
3977333714,2016-05-03,9.59,14335,3.32,47,1710,3,Tuesday
3977333714,2016-05-04,9.44,13559,1.81,14,1628,4,Wednesday
3977333714,2016-05-05,8.58,12312,1.76,14,1618,5,Thursday
3977333714,2016-05-06,8.28,11677,3.11,29,1590,6,Friday
3977333714,2016-05-09,10.08,14687,0.77,8,1667,2,Monday
4020332650,2016-04-16,1.42,1982,0.45,65,3051,7,Saturday
4020332650,2016-05-04,7.35,10252,0.67,13,3879,4,Wednesday
4020332650,2016-05-05,8.43,11728,2.62,38,3429,5,Thursday
4020332650,2016-05-11,2.65,3689,0.11,2,2645,4,Wednesday
4319703577,2016-04-14,6.88,10210,0.11,1,2302,5,Thursday
4319703577,2016-04-26,6.64,9899,0.57,8,2236,3,Tuesday
4319703577,2016-04-27,7.23,10780,0.41,6,2324,4,Wednesday
4319703577,2016-04-29,5.36,7990,0.45,6,2175,6,Friday
4319703577,2016-04-30,5.52,8221,0.4,6,2092,7,Saturday
4319703577,2016-05-03,6.47,9648,0.58,8,2235,3,Tuesday
4319703577,2016-05-05,9.49,13658,2.63,27,2530,5,Thursday
4319703577,2016-05-06,6.42,9524,0.41,6,2266,6,Friday
4319703577,2016-05-07,5.33,7937,0.19,3,2158,7,Saturday
4388161847,2016-04-18,9.1,11009,3.56,27,3274,2,Monday
4388161847,2016-04-20,8.12,10553,1.1,19,3083,4,Wednesday
4388161847,2016-04-22,9.34,12139,3.3,77,3544,6,Friday
4388161847,2016-04-23,10.18,13236,4.5,58,3306,7,Saturday
4388161847,2016-04-24,7.88,10243,1.08,14,2885,1,Sunday
4388161847,2016-04-25,9.97,12961,0.73,11,3288,2,Monday
4388161847,2016-04-26,7.28,9461,0.94,14,2929,3,Tuesday
4388161847,2016-04-27,8.61,11193,0.7,11,3074,4,Wednesday
4388161847,2016-04-28,7.75,10074,1.29,19,2969,5,Thursday
4388161847,2016-04-29,7.1,9232,0.8,13,2979,6,Friday
4388161847,2016-04-30,9.64,12533,0.7,14,3283,7,Saturday
4388161847,2016-05-02,8.4,10096,3.77,33,3147,2,Monday
4388161847,2016-05-03,9.79,12727,1.13,18,3290,3,Tuesday
4388161847,2016-05-05,7.38,9603,0.63,12,2899,5,Thursday
4388161847,2016-05-06,10.13,13175,2.11,33,3425,6,Friday
4388161847,2016-05-07,17.54,22770,9.45,120,4022,7,Saturday
4388161847,2016-05-08,14.38,17298,9.89,107,3934,1,Sunday
4388161847,2016-05-10,7.92,10299,0.81,13,3061,3,Tuesday
4445114986,2016-04-18,4.24,6155,2,25,2248,2,Monday
4445114986,2016-04-26,4.41,6326,2.41,29,2291,3,Tuesday
4445114986,2016-04-27,5.03,7243,2.62,32,2361,4,Wednesday
4445114986,2016-05-02,4.75,6910,2.21,27,2336,2,Monday
4445114986,2016-05-03,5.18,7502,2.48,30,2421,3,Tuesday
4445114986,2016-05-05,2.55,3800,0.12,2,2120,5,Thursday
4445114986,2016-05-07,3.59,5183,2.13,26,2123,7,Saturday
4445114986,2016-05-11,6.11,9105,2.25,34,2499,4,Wednesday
4558609924,2016-04-13,3.29,4978,1.24,19,1722,4,Wednesday
4558609924,2016-04-16,4.82,7289,0.55,8,1997,7,Saturday
4558609924,2016-04-17,6.4,9634,0.55,7,2117,1,Sunday
4558609924,2016-04-18,5.91,8940,0.98,14,2116,2,Monday
4558609924,2016-04-19,3.57,5401,0.05,1,1876,3,Tuesday
4558609924,2016-04-21,9.08,13743,0.42,6,2486,5,Thursday
4558609924,2016-04-26,6.05,9148,0.43,12,2223,3,Tuesday
4558609924,2016-04-27,6.32,9557,1.96,27,2098,4,Wednesday
4558609924,2016-04-28,6.25,9451,0.02,1,2185,5,Thursday
4558609924,2016-04-29,5.18,7833,1.02,15,1918,6,Friday
4558609924,2016-05-03,3.48,5267,0.6,21,1953,3,Tuesday
4558609924,2016-05-07,5.44,8237,1.61,23,1973,7,Saturday
4558609924,2016-05-09,7.57,11451,0.43,6,2223,2,Monday
4558609924,2016-05-10,4.25,6435,0.74,11,1889,3,Tuesday
4558609924,2016-05-11,6.02,9108,0.26,4,2131,4,Wednesday
4702921684,2016-04-16,9.03,11140,0.24,3,3328,7,Saturday
4702921684,2016-04-17,10.29,12692,0.96,12,3394,1,Sunday
4702921684,2016-04-18,7.38,9105,1.82,22,3013,2,Monday
4702921684,2016-04-19,5.44,6708,0.88,10,2812,3,Tuesday
4702921684,2016-04-20,7.13,8793,0.16,2,3061,4,Wednesday
4702921684,2016-04-21,5.3,6530,0.31,4,2729,5,Thursday
4702921684,2016-04-23,12.27,15126,0.76,9,3691,7,Saturday
4702921684,2016-04-24,12.22,15050,1.2,15,3538,1,Sunday
4702921684,2016-04-25,7.43,9167,0.49,6,3064,2,Monday
4702921684,2016-04-27,5.72,7047,0.09,1,2908,4,Wednesday
4702921684,2016-04-28,7.32,9023,1.13,14,3033,5,Thursday
4702921684,2016-04-30,8.23,10144,0.32,4,3115,7,Saturday
4702921684,2016-05-02,5.92,7245,0.38,5,2859,2,Monday
4702921684,2016-05-05,6.99,8614,0.67,8,3006,5,Thursday
4702921684,2016-05-11,7.96,9810,0.78,10,3069,4,Wednesday
5553957443,2016-04-14,11.12,17022,4,61,2324,5,Thursday
5553957443,2016-04-15,10.86,16556,4.16,58,2254,6,Friday
5553957443,2016-04-19,10.11,15482,4.28,69,2284,3,Tuesday
5553957443,2016-04-21,8.06,12346,2.95,47,2066,5,Thursday
5553957443,2016-04-22,7.63,11682,1.38,25,2105,6,Friday
5553957443,2016-04-26,7.76,11886,2.37,40,2093,3,Tuesday
5553957443,2016-04-27,6.88,10538,1.14,16,1922,4,Wednesday
5553957443,2016-04-28,7.63,11393,3.71,49,1999,5,Thursday
5553957443,2016-05-03,8.39,12848,1.5,26,2116,3,Tuesday
5553957443,2016-05-05,9.51,14331,3.43,44,2156,5,Thursday
5553957443,2016-05-06,6.29,9632,1.52,21,1916,6,Friday
5553957443,2016-05-08,4,6083,0.22,3,1762,1,Sunday
5553957443,2016-05-09,7.58,11611,2.13,59,2272,2,Monday
5553957443,2016-05-10,10.71,16358,3.87,61,2335,3,Tuesday
5553957443,2016-05-12,2.04,3121,0.58,8,741,5,Thursday
5577150313,2016-04-12,6.08,8135,3.6,86,3405,3,Tuesday
5577150313,2016-04-13,3.79,5077,0.32,15,2551,4,Wednesday
5577150313,2016-04-14,6.42,8596,3.33,118,4022,5,Thursday
5577150313,2016-04-15,9.08,12087,3.92,115,4005,6,Friday
5577150313,2016-04-16,10.66,14269,6.64,184,4274,7,Saturday
5577150313,2016-04-17,9.14,12231,5.98,200,4552,1,Sunday
5577150313,2016-04-18,7.39,9893,4.86,114,3625,2,Monday
5577150313,2016-04-19,9.42,12574,7.02,108,3501,3,Tuesday
5577150313,2016-04-20,6.22,8330,4.12,87,3192,4,Wednesday
5577150313,2016-04-21,8.09,10830,3.65,110,4018,5,Thursday
5577150313,2016-04-22,6.85,9172,2.42,62,3329,6,Friday
5577150313,2016-04-23,5.71,7638,1.21,24,3152,7,Saturday
5577150313,2016-04-24,11.78,15764,7.65,210,4392,1,Sunday
5577150313,2016-04-25,4.78,6393,1.35,61,3374,2,Monday
5577150313,2016-04-26,3.98,5325,0.85,38,3088,3,Tuesday
5577150313,2016-04-27,5.14,6805,1.81,63,3294,4,Wednesday
5577150313,2016-04-28,7.43,9841,3.25,99,3580,5,Thursday
5577150313,2016-04-29,5.92,7924,2.84,97,3544,6,Friday
5577150313,2016-04-30,9.24,12363,5.83,207,4501,7,Saturday
5577150313,2016-05-01,9.99,13368,5.31,194,4546,1,Sunday
5577150313,2016-05-02,5.56,7439,1.12,37,3014,2,Monday
5577150313,2016-05-03,8.25,11045,4.52,97,3795,3,Tuesday
5577150313,2016-05-04,3.89,5206,1.56,25,2755,4,Wednesday
5577150313,2016-05-05,5.64,7550,2.5,45,3004,5,Thursday
5577150313,2016-05-06,3.7,4950,1.93,41,2643,6,Friday
5577150313,2016-05-09,2.56,3421,1.43,34,2489,2,Monday
5577150313,2016-05-10,6.65,8869,2.56,104,3841,3,Tuesday
5577150313,2016-05-11,3.04,4038,1.83,45,1665,4,Wednesday
6117666160,2016-04-16,10.91,14450,0.58,7,2828,7,Saturday
6117666160,2016-04-21,15.01,19542,0.98,11,4900,5,Thursday
6290855005,2016-04-17,5.94,7851,1.14,31,3171,1,Sunday
6290855005,2016-05-01,7.44,9837,0.66,8,3327,1,Sunday
6775888955,2016-04-13,2.91,4053,1.11,17,2400,4,Wednesday
6775888955,2016-04-14,3.7,5162,0.87,14,2507,5,Thursday
6775888955,2016-04-16,3.39,4732,2.52,36,2225,7,Saturday
6775888955,2016-04-18,5.95,8294,2,30,2798,2,Monday
6775888955,2016-04-20,7.72,10771,3.77,70,3727,4,Wednesday
6775888955,2016-04-24,1.54,2153,0.77,11,2053,1,Sunday
6775888955,2016-04-25,4.64,6474,2.27,33,2484,2,Monday
6775888955,2016-04-26,5.27,7091,3.48,42,2584,3,Tuesday
6775888955,2016-05-01,1.78,2487,0.48,9,2319,1,Sunday
6775888955,2016-05-06,3.37,4697,0.47,12,2496,6,Friday
6962181067,2016-04-12,6.74,10199,3.4,50,1994,3,Tuesday
6962181067,2016-04-13,3.74,5652,0.57,8,1718,4,Wednesday
6962181067,2016-04-18,7.54,11404,0.83,13,2039,2,Monday
6962181067,2016-04-19,7.1,10742,2.1,35,2046,3,Tuesday
6962181067,2016-04-20,9.55,13928,4.28,48,2174,4,Wednesday
6962181067,2016-04-21,9.71,11835,3.99,53,2179,5,Thursday
6962181067,2016-04-22,7.09,10725,1.77,30,2086,6,Friday
6962181067,2016-04-23,13.24,20031,4.2,58,2571,7,Saturday
6962181067,2016-04-25,9.27,13239,3.02,35,2194,2,Monday
6962181067,2016-04-26,6.9,10433,2.58,36,2012,3,Tuesday
6962181067,2016-04-28,8.35,12627,2.51,38,2182,5,Thursday
6962181067,2016-04-29,7.11,10762,0.82,12,2254,6,Friday
6962181067,2016-04-30,6.66,10081,2.24,32,2002,7,Saturday
6962181067,2016-05-02,8.54,12912,1.2,18,2162,2,Monday
6962181067,2016-05-03,8.12,12109,1.74,21,2072,3,Tuesday
6962181067,2016-05-05,6.96,10524,0.99,14,2066,5,Thursday
6962181067,2016-05-09,8.72,12342,3.9,43,2105,2,Monday
6962181067,2016-05-10,10.21,15448,3.47,62,2361,3,Tuesday
6962181067,2016-05-11,4.44,6722,1.49,24,1855,4,Wednesday
7007744171,2016-04-12,10.29,14172,4.5,53,2937,3,Tuesday
7007744171,2016-04-13,9.65,12862,4.61,56,2742,4,Wednesday
7007744171,2016-04-14,8.24,11179,2.95,34,2668,5,Thursday
7007744171,2016-04-18,10.98,14816,3.79,48,2832,2,Monday
7007744171,2016-04-19,10.48,14194,4.41,53,2812,3,Tuesday
7007744171,2016-04-20,11.31,15566,4.79,60,3096,4,Wednesday
7007744171,2016-04-21,9.19,13744,2.15,30,2763,5,Thursday
7007744171,2016-04-22,10.24,15299,4.1,64,2889,6,Friday
7007744171,2016-04-25,13.34,18229,4.31,51,3055,2,Monday
7007744171,2016-04-26,10.1,15090,0.93,16,2939,3,Tuesday
7007744171,2016-04-27,10.22,13541,4.27,50,2830,4,Wednesday
7007744171,2016-04-28,10.12,15128,1.09,16,2836,5,Thursday
7007744171,2016-04-29,14.3,20067,4.31,55,3180,6,Friday
7007744171,2016-05-02,9.18,13041,4.64,64,2642,2,Monday
7007744171,2016-05-03,10.87,14510,4.48,58,2976,3,Tuesday
7007744171,2016-05-05,11.1,15010,4.33,53,2933,5,Thursday
7007744171,2016-05-06,7.67,11459,3,44,2553,6,Friday
7086361926,2016-04-12,8.41,11317,5.27,59,2772,3,Tuesday
7086361926,2016-04-13,3.62,5813,0.56,31,2516,4,Wednesday
7086361926,2016-04-15,5.67,8585,2.04,30,2395,6,Friday
7086361926,2016-04-19,7.29,10688,3.53,67,2944,3,Tuesday
7086361926,2016-04-20,10.64,14365,7.64,87,2997,4,Wednesday
7086361926,2016-04-21,6.18,9469,1.36,19,2463,5,Thursday
